ID,game,release,positive_reviews,negative_reviews,primary_genre,store_genres,publisher,developer,detected_technologies,all_time_peak,all_time_peak_date
64696,Instant Dungeon!,2014-11-25,149,22,Action (1),"Action (1), Indie (23)",Flying Interactive,With The Love Studios,SDK.SDL; SDK.SteamworksNET; SDK.Vorbis,54,2015-05-09
64697,bit Dungeon II,2014-12-15,1757,374,RPG (3),"Action (1), Adventure (25), Indie (23), RPG (3)",Kinto Games LLC,Kinto Games LLC,Engine.Adobe_AIR; SDK.Adobe_Flash,257,2015-09-18
64698,Iron Fisticle,2014-09-16,342,61,Action (1),"Action (1), Indie (23)",Curve Games,Confused Pelican,SDK.OpenAL,319,2023-04-08
64699,Chip,2014-04-25,947,193,Strategy (2),"Action (1), Indie (23), Strategy (2)",Coatsink,Coatsink,Engine.Cocos; SDK.cURL,2569,2018-02-26
64700,The Sun and Moon,2014-11-14,147,22,Indie (23),"Action (1), Indie (23)",Digerati,Daniel Linssen,Engine.GameMaker,15,2020-01-18
64702,Phoenix Force,2014-11-13,657,129,Action (1),Action (1),Awoker Games,Awoker Games,Engine.XNA; SDK.SteamworksNET,2543,2023-04-02
64703,Betrayer,2014-03-24,2984,666,Action (1),"Action (1), Adventure (25), Indie (23)",Blackpowder Games,Blackpowder Games,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_PhysX; SDK.Vorbis,725,2014-06-22
64704,Braveland,2014-03-17,2408,531,Indie (23),"Adventure (25), Casual (4), Indie (23), RPG (3), Strategy (2)",Tortuga Team,Tortuga Team,Engine.Unity,218169,2019-01-16
64705,Battlepillars Gold Edition,2014-04-28,276,48,Strategy (2),"Action (1), Casual (4), Indie (23), Strategy (2)",Hitcents,Hitcents,Engine.XNA,314,2014-04-28
64707,Fork Parker's Holiday Profit Hike,2014-12-18,562,109,Indie (23),"Action (1), Adventure (25), Free to Play (37), Indie (23)",Devolver Digital,Dodge Roll,Engine.Unity; SDK.Wwise,2491,2019-05-27
64708,Hero of Many,2014-09-15,114,16,Indie (23),"Action (1), Adventure (25), Casual (4), Indie (23)",Trickster Arts,Trickster Arts,Engine.Unity,14,2014-09-16
64709,SPY Fox 3: Operation Ozone,2014-05-15,103,14,Adventure (25),"Adventure (25), Casual (4)",Humongous Entertainment,Humongous Entertainment,Emulator.SCUMMVM; SDK.SDL,14,2020-04-22
64710,Never Alone (Kisima Ingitchuna),2014-11-18,6489,1517,Indie (23),"Action (1), Adventure (25), Casual (4), Indie (23)",E-Line Media,Upper One Games,Engine.Unity,482,2016-02-24
64711,Dead Man's Draw,2014-02-06,501,96,Casual (4),"Casual (4), Indie (23), Strategy (2)",Stardock Entertainment,Stardock Entertainment,Engine.Cocos; SDK.cURL,1478,2020-02-13
64712,Gauntlet™ ,2014-09-23,7185,1692,Action (1),"Action (1), Adventure (25), RPG (3)",WB Games,Arrowhead Game Studios,Engine.Bitsquid; SDK.NVIDIA_APEX; SDK.NVIDIA_PhysX,12730,2014-09-24
64713,Disciples Sacred Lands Gold,2014-10-07,263,46,Strategy (2),Strategy (2),Strategy First,Strategy First,SDK.Miles_Sound_System; SDK.Smacker_Video,30,2014-10-08
64715,Little Racers STREET,2014-02-06,868,181,Racing (9),"Casual (4), Indie (23), Racing (9)",Milkstone Studios,Milkstone Studios,Engine.FNA; Engine.XNA; SDK.SDL,231,2022-08-04
64716,Age of Wonders III,2014-03-31,9459,2298,Strategy (2),"RPG (3), Strategy (2)",Paradox Interactive,Triumph Studios,SDK.FMOD; SDK.OpenSSL; SDK.Qt,19469,2019-05-10
64719,Pixel Puzzles: Japan,2014-04-17,2066,468,Casual (4),"Casual (4), Indie (23), Simulation (28)",Pixel Puzzles,Pixel Puzzles,Engine.GameMaker,3423,2023-03-10
64720,Summoner,2014-03-12,372,71,RPG (3),"Action (1), RPG (3)",THQ Nordic,Volition,SDK.Bink_Video,66,2014-03-16
64724,Heavy Bullets,2014-09-18,1187,260,Indie (23),"Action (1), Indie (23)",Devolver Digital,Terri Vellmann,Engine.Unity; SDK.Photon,205,2015-04-25
64726,My Riding Stables: Life with Horses,2014-03-27,182,31,Casual (4),"Casual (4), Simulation (28), Sports (18)",familyplay,Sproing,SDK.Granny_3D,50,2020-03-29
64727,Gems of War,2014-11-20,7325,1792,Free to Play (37),"Action (1), Adventure (25), Casual (4), Free to Play (37), RPG (3), Strategy (2)",505 Games,Infinity Plus 2,Engine.Unity,3007,2020-09-07
64728,IL-2 Sturmovik: Battle of Stalingrad,2014-10-22,5991,1454,Simulation (28),"Action (1), Simulation (28)",1С-777 Limited,1C Game Studios,SDK.FMOD; SDK.OpenVR,1061,2021-01-31
64729,Outland,2014-09-29,3128,737,Action (1),"Action (1), Adventure (25), Indie (23)",Housemarque,Housemarque,SDK.FMOD; SDK.SDL; SDK.Vorbis,16166,2017-06-06
64730,Whispering Willows,2014-07-09,1283,285,Adventure (25),"Adventure (25), Indie (23)",Akupara Games,Night Light Interactive,Engine.Unity,2527,2018-08-09
64731,Planet Alcatraz,2014-04-16,460,92,RPG (3),RPG (3),Fulqrum Publishing,Fulqrum Publishing,SDK.Bink_Video; SDK.Miles_Sound_System,1285,2017-10-15
64732,Northmark: Hour of the Wolf,2014-08-02,251,46,RPG (3),"Adventure (25), Casual (4), Indie (23), RPG (3)",Rake in Grass,Rake in Grass,SDK.BASS; SDK.SDL,261,2017-11-05
64733,Battle Group 2,2014-06-13,413,82,Action (1),"Action (1), Indie (23), Strategy (2)",MG Publishing,Bane Games,Engine.Unity,200,2017-11-14
64734,Mr. Bree+,2014-05-01,194,34,Adventure (25),"Action (1), Adventure (25), Indie (23)",TawStudio Entertainment,TawStudio Entertainment,Engine.Adobe_AIR,180,2016-05-11
64735,BasketBelle,2014-12-09,131,21,Indie (23),"Adventure (25), Indie (23), Sports (18)",Studio Bean,Studio Bean,Engine.Adobe_AIR,152,2020-11-16
64736,Terminal Velocity: Legacy,2014-05-05,64,8,Action (1),Action (1),Ziggurat,Terminal Reality,Emulator.DOSBOX; SDK.SDL,7,2015-05-06
64737,Ultimate General: Gettysburg,2014-10-16,2125,496,Strategy (2),"Indie (23), Simulation (28), Strategy (2)",Game-Labs,Game-Labs,Engine.Unity; SDK.Photon,910,2015-01-01
64738,Back to Bed,2014-08-06,2105,491,Indie (23),"Action (1), Casual (4), Indie (23)",Bedtime Digital Games,Bedtime Digital Games,Engine.Unity,30771,2017-09-19
64739,Munin,2014-06-10,710,152,Indie (23),"Adventure (25), Casual (4), Indie (23)",Daedalic Entertainment,Gojira,Engine.Unity,692,2022-07-16
64741,Qvadriga,2014-06-13,324,63,Simulation (28),"Racing (9), Simulation (28), Sports (18), Strategy (2)",Slitherine Ltd.,Turnopia,Engine.Unity,100,2014-06-15
64742,Hocus Pocus,2014-05-05,115,18,Action (1),"Action (1), Adventure (25)",3D Realms (Apogee Software),Moonlite Software,Emulator.DOSBOX,7,2015-05-07
64743,Last Dream,2014-03-13,414,84,RPG (3),"Indie (23), RPG (3)",White Giant RPG Studios,White Giant RPG Studios,Engine.RPGMaker; SDK.OpenAL; SDK.Qt; SDK.Steam_Audio; SDK.Vorbis,266,2014-03-16
64744,Lost Chronicles of Zerzura,2014-07-10,94,14,Adventure (25),Adventure (25),Viva Media,Cranberry Production,SDK.Bink_Video; SDK.FMOD,12,2015-08-24
64746,Full Bore,2014-05-06,194,35,Indie (23),"Adventure (25), Casual (4), Indie (23)",Nkidu Games Inc.,Whole Hog Games,SDK.FMOD,2892,2018-03-07
64748,Putt-Putt Joins the Circus,2014-05-29,78,11,Adventure (25),"Adventure (25), Casual (4)",Humongous Entertainment,Humongous Entertainment,Emulator.SCUMMVM; SDK.SDL; SDK.Vorbis,16,2020-03-29
64751,The Collider,2014-09-15,760,168,Racing (9),"Casual (4), Racing (9)",Shortbreak Studios s.c.,Shortbreak Studios s.c.,Engine.Unity,57,2015-03-30
64752,Quest for Infamy,2014-07-10,178,32,Adventure (25),"Adventure (25), Indie (23), RPG (3)",Phoenix Online Publishing,Infamous Quests,Engine.AdventureGameStudio; SDK.Vorbis,108,2016-04-01
64753,Etherlords II,2014-02-13,342,69,Strategy (2),"Adventure (25), Indie (23), RPG (3), Strategy (2)",Nival,Nival,SDK.Bink_Video; SDK.Miles_Sound_System,105,2014-02-01
64754,The Lost Crown,2014-06-06,363,74,Adventure (25),"Adventure (25), Indie (23)",Iceberg Interactive,Darkling Room,Engine.Wintermute,112,2014-12-12
64755,Avoid Sensory Overload,2014-04-08,177,32,Action (1),"Action (1), Indie (23)",Strategy First,48h Studio,Engine.Unity,525,2023-04-27
64756,The Floor is Jelly,2014-05-30,345,70,Indie (23),Indie (23),Auren Snyder,Auren Snyder,Engine.Adobe_AIR; SDK.Adobe_Flash,24,2022-09-19
64758,Deadlings - Rotten Edition,2014-11-11,226,43,Indie (23),"Action (1), Adventure (25), Indie (23)",ONE MORE LEVEL,ONE MORE LEVEL,Engine.Unity,1201,2015-10-20
64759,Brink of Consciousness: The Lonely Hearts Murders,2014-11-24,120,20,Casual (4),Casual (4),Plug In Digital,MagicIndie,SDK.FMOD,11,2015-04-20
64760,Gardens Inc. – From Rakes to Riches,2014-03-25,76,11,Simulation (28),"Casual (4), Simulation (28), Strategy (2)",MumboJumbo,World-Loom,Engine.Torque; SDK.OpenAL,30,2014-03-26
64761,CastleMiner Z,2014-02-03,7830,2020,Action (1),"Violent (73), Action (1), Adventure (25), Indie (23)",DigitalDNA Games LLC,DigitalDNA Games LLC,Engine.XNA,452,2015-08-01
64763,Our Darker Purpose,2014-01-29,592,130,Action (1),"Action (1), Indie (23), RPG (3)",Avidly Wild Games,Avidly Wild Games,SDK.NWJS,247,2014-02-01
64764,The Treasures of Montezuma 4,2014-05-16,450,96,Adventure (25),"Adventure (25), Casual (4), Indie (23)",ESDigital Games,Alawar Entertainment,SDK.OpenAL,193,2015-11-17
64765,Oniken,2014-02-05,705,158,Indie (23),"Action (1), Indie (23)",JoyMasher,JoyMasher,Engine.ClickTeamFusion; SDK.CRIWARE; SDK.OpenAL,101,2014-02-01
64766,Polarity,2014-11-07,3768,949,Action (1),"Action (1), Adventure (25), Indie (23), Strategy (2)",Bluebutton Games,Bluebutton Games,Engine.Unity,886,2015-05-04
64769,Heroes of a Broken Land,2014-08-07,173,32,RPG (3),"Indie (23), RPG (3)",Winged Pixel Inc.,Winged Pixel Inc.,Engine.Unity,142,2014-08-11
64770,Defense Zone 2,2014-05-30,118,20,Strategy (2),"Indie (23), Strategy (2)",Artem Kotov,Artem Kotov,Engine.Unity; SDK.SteamworksNET,39,2014-06-15
64771,Deadly Sin 2,2014-05-12,94,15,RPG (3),"Casual (4), RPG (3)",Komodo,Dancing Dragon Games,Engine.RPGMaker,175,2016-08-02
64773,Bus Driver,2014-06-03,1577,383,Simulation (28),"Indie (23), Simulation (28)",SCS Software,SCS Software,Engine.Prism3D,60,2014-12-20
64774,Loren The Amazon Princess,2014-01-15,467,102,RPG (3),"Indie (23), RPG (3)",Winter Wolves,Winter Wolves,Engine.RenPy; SDK.SDL,302,2014-01-01
64776,Disney Universe,2014-10-06,231,46,Action (1),"Action (1), Adventure (25)",Disney,Eurocom,SDK.Bink_Video,33,2023-02-20
64777,Major Mayhem,2014-02-24,235,47,Action (1),"Action (1), Adventure (25), Casual (4), Indie (23)",Rocket Jump,Rocket Jump,Engine.Unity,119,2014-04-01
64778,SuperPower 2 Steam Edition,2014-04-18,2008,500,Strategy (2),"Simulation (28), Strategy (2)",THQ Nordic,GolemLabs,SDK.FreeImage,227,2014-04-20
64779,Perimeter,2014-04-03,178,34,Strategy (2),Strategy (2),Fulqrum Publishing,K-D Lab,SDK.Bink_Video,370,2018-02-09
64780,Tex Murphy: The Pandora Directive,2014-06-12,58,8,Adventure (25),Adventure (25),Nightdive Studios,Access Software,Emulator.DOSBOX; SDK.SDL; SDK.Vorbis,9,2014-06-17
64781,Pajama Sam: Games to Play on Any Day,2014-10-23,42,5,Casual (4),Casual (4),Humongous Entertainment,Humongous Entertainment,Emulator.SCUMMVM; SDK.SDL; SDK.Vorbis,12,2022-01-30
64782,Boot Hill Heroes,2014-10-10,91,15,RPG (3),"Indie (23), RPG (3)",Experimental Gamer Studios,Experimental Gamer Studios,Engine.MonoGame; Engine.XNA,103,2019-06-09
64783,Bridge Constructor Medieval,2014-09-15,393,86,Indie (23),"Casual (4), Indie (23), Simulation (28)",Headup Publishing,ClockStone,Engine.Unity,185,2014-09-20
64784,Rise of the Triad: Dark War,2014-05-05,95,16,Action (1),Action (1),Apogee Entertainment,Apogee Software,Emulator.DOSBOX,8,2020-03-21
64785,Farm for your Life,2014-06-16,495,112,Casual (4),"Casual (4), Indie (23), Simulation (28), Strategy (2)",Hammer Labs,Hammer Labs,Engine.Unity,337,2014-11-01
64786,Run or Die,2014-12-12,131,24,Action (1),"Action (1), Casual (4), Indie (23)",Team Flow,Team Flow,SDK.JVM,135,2023-04-13
64787,Lords of Xulima,2014-11-14,940,226,RPG (3),RPG (3),Numantian Games,Numantian Games,SDK.BASS; SDK.SteamworksNET,657,2014-12-28
64788,Millie,2014-04-18,577,133,Indie (23),"Action (1), Casual (4), Indie (23)",Forever Entertainment S. A.,Forever Entertainment S. A.,Engine.Unity,1688,2018-03-31
64789,Return to Mysterious Island,2014-03-06,295,63,Adventure (25),"Adventure (25), Casual (4)",Microids,Kheops Studio,Engine.Unity,59,2014-03-01
64790,Tropico 5,2014-05-23,10590,2902,Strategy (2),"RPG (3), Simulation (28), Strategy (2)",Kalypso Media Digital,Haemimont Games,Engine.HaemimontSol,13483,2014-05-23
64791,The Last Tinker: City of Colors,2014-05-12,710,168,Adventure (25),"Action (1), Adventure (25), Indie (23)",Daedalic Entertainment,Mimimi Games,Engine.Unity,541,2020-01-16
64792,Warhammer 40000: Armageddon,2014-11-26,698,165,Strategy (2),Strategy (2),Slitherine Ltd.,Flashback Games,SDK.Miles_Sound_System,587,2014-11-27
64793,Memories of a Vagabond,2014-07-07,955,232,RPG (3),"Adventure (25), Indie (23), RPG (3)",SA Industry,Darkelite Studio Inc,Engine.RPGMaker,4991,2022-01-30
64794,Scania Truck Driving Simulator,2014-02-27,1368,342,Simulation (28),"Indie (23), Simulation (28)",SCS Software,SCS Software,Engine.Prism3D,111,2015-12-27
64795,Obscure 2,2014-03-10,761,182,Action (1),"Action (1), Adventure (25)",Mighty Rocket Studio,Hydravision Entertainment,SDK.Bink_Video,35,2021-05-01
64796,Halo: Spartan Assault,2014-04-04,3428,906,Action (1),Action (1),Xbox Game Studios,Vanguard Games,SDK.Bink_Video; SDK.FMOD,680,2014-06-21
64797,Split/Second,2014-10-06,1436,362,Racing (9),"Action (1), Racing (9)",Disney,Black Rock Studio,SDK.Bink_Video; SDK.FMOD,85,2014-12-07
64798,Tower of Guns,2014-03-04,936,229,Indie (23),"Action (1), Indie (23)",Versus Evil,Terrible Posture Games,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_PhysX; SDK.Vorbis,364,2014-10-29
64799,F-117A Nighthawk Stealth Fighter 2.0,2014-10-30,97,17,Simulation (28),Simulation (28),Atari,MicroProse Software Inc.,Emulator.DOSBOX; SDK.SDL,9,2020-05-16
64800,Heroes Rise: The Prodigy,2014-06-17,322,71,Indie (23),"Indie (23), RPG (3)",Choice of Games,Choice of Games,Container.Electron,217,2014-06-18
64802,Cosmo's Cosmic Adventure,2014-05-05,92,16,Action (1),"Action (1), Adventure (25)",3D Realms (Apogee Software),3D Realms (Apogee Software),Emulator.DOSBOX,9,2022-07-03
64803,Constant C,2014-03-12,45,6,Indie (23),"Action (1), Casual (4), Indie (23)",International Games System Co. LTD.,International Games System Co. LTD.,Engine.XNA,193,2018-08-09
64805,Red Orchestra 2/Rising Storm Alpha Community Maps,2014-09-23,18,1,Action (1),Action (1),Tripwire Interactive,RO2/RS Community,Engine.Unreal; SDK.Bink_Video; SDK.NVIDIA_APEX; SDK.NVIDIA_PhysX; SDK.Qt; SDK.Vorbis,3,2014-10-10
64806,Vertical Drop Heroes HD,2014-07-25,585,139,Action (1),"Action (1), RPG (3)",Digerati,Nerdook Productions,Engine.GameMaker,276,2015-10-18
64807,Talisman: Digital Edition,2014-02-25,6444,1775,Indie (23),"Indie (23), RPG (3), Strategy (2)",Nomad Games,Nomad Games,SDK.OpenAL,3590,2015-04-01
64808,Road Not Taken,2014-08-05,271,59,Indie (23),Indie (23),Spry Fox LLC,Spry Fox LLC,Engine.Adobe_AIR,135,2014-08-10
64809,Sakura Spirit,2014-07-09,5624,1544,Indie (23),Indie (23),Winged Cloud,Winged Cloud,Engine.RenPy; SDK.SDL,537,2015-06-19
64810,Eets Munchies,2014-03-11,582,139,Indie (23),"Casual (4), Indie (23), Simulation (28), Strategy (2)",Klei Entertainment,Klei Entertainment,SDK.FMOD,423,2014-06-11
64812,Fantasy Grounds Classic,2014-05-09,974,244,RPG (3),"Indie (23), RPG (3), Strategy (2)",SmiteWorks USA LLC,SmiteWorks USA LLC,SDK.OpenAL,991,2020-04-05
64813,Pajama Sam's Sock Works,2014-06-06,54,8,Casual (4),Casual (4),Humongous Entertainment,Humongous Entertainment,Emulator.SCUMMVM; SDK.SDL; SDK.Vorbis,8,2021-06-24
64815,Crystal Caves,2014-05-05,94,17,Action (1),Action (1),Apogee Entertainment,Apogee Software,Emulator.DOSBOX; SDK.SDL,10,2020-03-21
64816,Sproggiwood,2014-10-24,449,106,RPG (3),"Indie (23), RPG (3), Strategy (2)",Freehold Games,Freehold Games,Engine.Unity,131,2017-02-19
64818,rymdkapsel,2014-01-30,206,44,Strategy (2),"Indie (23), Strategy (2)",grapefrukt games,grapefrukt games,Engine.Lime_OR_OpenFL,105,2014-02-01
64819,Namariel Legends: Iron Lord Premium Edition,2014-07-09,115,22,Adventure (25),"Adventure (25), Casual (4), Indie (23)",HH-Games,Shaman Games Studio,Engine.Unity,11,2020-04-18
64820,Rooms: The Main Building,2014-07-11,140,28,Indie (23),"Casual (4), Indie (23)",Zero Rock Entertainment,HandMade Game,SDK.Adobe_Flash,221,2015-03-27
64821,Electronic Super Joy: Groove City,2014-06-06,455,109,Action (1),"Action (1), Indie (23)",Yazar Media Group LLC,Michael Todd Games,Engine.Unity,116,2014-09-26
64823,Airline Tycoon Deluxe,2014-11-14,390,92,Simulation (28),Simulation (28),HandyGames,Spellbound,SDK.Smacker_Video; SDK.Vorbis,93,2020-04-14
64825,Leviathan: The Last Day of the Decade,2014-11-19,518,126,Adventure (25),"Adventure (25), Indie (23)",Lostwood,Lostwood,Engine.Unity,133,2015-03-17
64826,Praetorians,2014-04-11,483,117,Strategy (2),"Indie (23), Strategy (2)",Kalypso Media Digital,Pyro Studios,SDK.Bink_Video; SDK.Vorbis,56,2020-04-12
64827,Dreamscapes: The Sandman - Premium Edition,2014-04-16,191,41,Adventure (25),"Adventure (25), Casual (4), Indie (23)",HH-Games,Shaman Games Studio,Engine.Unity,18,2019-12-29
64829,Runers,2014-09-02,226,50,Indie (23),"Indie (23), RPG (3)",Mastertronic,LGK Games,Engine.XNA; SDK.SteamworksNET,275,2014-09-14
64830,Rising Angels: Reborn,2014-09-12,469,114,Indie (23),"Adventure (25), Casual (4), Free to Play (37), Indie (23), Simulation (28)",Sekai Project,IDHAS Studios,Engine.RenPy; SDK.SDL,103,2014-09-13
64831,GRID Autosport,2014-06-26,6627,1894,Racing (9),"Racing (9), Sports (18)",Codemasters,Codemasters Racing,SDK.Bink_Video; SDK.CEF; SDK.Vorbis; SDK.cURL,3554,2014-06-26
64832,Gardens Inc. 2: The Road to Fame,2014-05-21,47,7,Simulation (28),"Casual (4), Simulation (28), Strategy (2)",MumboJumbo,World-Loom,Engine.Torque; SDK.OpenAL,13,2014-06-22
64833,Strike Suit Zero: Director's Cut,2014-04-08,278,64,Action (1),"Action (1), Indie (23)",Born Ready Games,Born Ready Games,SDK.FMOD; SDK.cURL,140,2014-04-12
64834,Dragons and Titans,2014-03-12,2688,745,Action (1),"Action (1), Adventure (25), Free to Play (37), Indie (23), RPG (3)",Versus Evil,Wyrmbyte,Engine.Unity,991,2014-03-15
64836,Eradicator,2014-11-06,73,13,Action (1),Action (1),Atari,Accolade Inc,Emulator.DOSBOX; SDK.SDL; SDK.Vorbis,7,2015-02-16
64838,Super Game Jam,2014-05-22,55,9,Indie (23),Indie (23),Devolver Digital,Bram Ruiter,Engine.Adobe_AIR; Engine.GameMaker; Engine.Unity; SDK.Adobe_Flash; SDK.Greenworks; SDK.NWJS; SDK.SDL,48,2015-02-01
64839,Eldevin,2014-11-06,1264,341,Free to Play (37),"Casual (4), Free to Play (37), Indie (23), Massively Multiplayer (29), RPG (3)",Hunted Cow Studios,Hunted Cow Studios,SDK.JVM,1013,2014-11-09
64840,Fight The Dragon,2014-12-04,1053,281,RPG (3),"Indie (23), RPG (3)",3 Sprockets,3 Sprockets,Engine.Unity; SDK.Photon,754,2015-04-05
64841,Secret Agent,2014-05-05,80,15,Action (1),Action (1),3D Realms (Apogee Software),3D Realms (Apogee Software),Emulator.DOSBOX; SDK.SDL,8,2015-05-09
64842,Sir You Are Being Hunted,2014-05-02,2970,848,Action (1),"Action (1), Indie (23)",Big Robot Ltd,Big Robot Ltd,Engine.Unity,744,2015-06-12
64844,Serena,2014-01-30,4877,1429,Adventure (25),"Adventure (25), Indie (23)",Senscape,Senscape,SDK.OpenAL,1418,2019-05-25
64845,Farm Frenzy 4,2014-04-29,312,76,Adventure (25),"Adventure (25), Casual (4), Strategy (2)",ESDigital Games,Alawar Entertainment,SDK.OpenAL,96,2022-01-31
64846,Words for Evil,2014-12-11,359,89,Casual (4),"Action (1), Adventure (25), Casual (4), Indie (23)",Dylan Loney,Dylan Loney,Engine.Unity,634,2017-11-14
64847,Signs of Life,2014-01-27,615,161,Adventure (25),"Action (1), Adventure (25), Casual (4), Indie (23), RPG (3), Early Access (70)",Sweet Dog Studios,Sweet Dog Studios,Engine.MonoGame; Engine.XNA; SDK.Qt; SDK.SDL; SDK.SteamworksNET,104,2014-07-20
64848,aerofly RC 7,2014-11-06,169,38,Simulation (28),"Indie (23), Simulation (28)",IPACS,IPACS,SDK.OpenAL,25,2014-11-08
64849,Stargunner,2014-05-05,86,17,Action (1),"Action (1), Free to Play (37)",3D Realms (Apogee Software),3D Realms,Emulator.DOSBOX; SDK.SDL,64,2018-08-30
64850,Mega Coin Squad,2014-08-15,69,13,Action (1),"Action (1), Indie (23)",Adult Swim Games,Big Pixel Studios,Engine.Unity,21,2017-08-11
64851,Project Temporality,2014-05-20,85,17,Indie (23),"Action (1), Adventure (25), Indie (23)",Defrost Games,Defrost Games,Engine.XNA; SDK.SteamworksNET,54,2014-10-01
64852,Killing Floor - Toy Master,2014-10-16,25,3,Action (1),Action (1),Tripwire Interactive,David Hensley,Engine.Unreal,268,2019-05-26
64853,Braveland Wizard,2014-12-04,337,85,Adventure (25),"Adventure (25), Casual (4), Indie (23), RPG (3), Strategy (2)",Tortuga Team,Tortuga Team,Engine.Unity,86,2015-10-05
64854,Super Life of Pixel,2014-10-22,297,74,Indie (23),Indie (23),WhiteMoon Dreams Inc.,Super Icon Ltd,Engine.Unity,61,2017-04-20
64855,Infinity Wars - Animated Trading Card Game,2014-09-05,2658,780,Strategy (2),"Action (1), Adventure (25), Casual (4), Free to Play (37), Indie (23), Massively Multiplayer (29), RPG (3), Strategy (2)",Lightmare Studios,Lightmare Studios,Engine.Unity; SDK.Discord; SDK.Photon; SDK.SteamworksNET; SDK.UnityBurst; SDK.UnityURP; SDK.cURL,1635,2014-02-15
64857,Anomaly Defenders,2014-05-29,427,111,Strategy (2),"Action (1), Indie (23), Strategy (2)",11 bit studios,11 bit studios,Engine.Liquid; SDK.cURL,2032,2020-05-07
64858,The Howler,2014-07-04,1625,466,Casual (4),"Casual (4), Indie (23), Simulation (28), Strategy (2)",Antanas Marcelionis,Antanas Marcelionis,Engine.Adobe_AIR,574,2015-08-11
64859,Commander : The Great War,2014-07-25,209,50,Strategy (2),Strategy (2),Slitherine Ltd.,The Lordz Games Studio,SDK.OpenAL; SDK.SDL,264,2014-07-27
64860,iO,2014-12-05,172,40,Action (1),"Action (1), Indie (23), Racing (9)",Gamious,Gamious,Engine.Unity,862,2023-04-01
64862,Last Knight: Rogue Rider Edition,2014-10-03,185,44,Indie (23),"Action (1), Adventure (25), Casual (4), Indie (23)",Toco Games,Toco Games,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_PhysX; SDK.Vorbis,82,2014-04-01
64863,OlliOlli,2014-07-22,666,182,Indie (23),"Indie (23), Sports (18)",Devolver Digital,Roll7,SDK.SDL; SDK.Vorbis,271,2014-10-29
64864,Double Dragon Neon,2014-02-06,1825,533,Action (1),"Action (1), Indie (23)",Midnight City,WayForward,SDK.FMOD; SDK.Granny_3D; SDK.NVIDIA_PhysX,208,2014-02-01
64866,Retro Game Crunch,2014-05-19,325,84,Adventure (25),"Action (1), Adventure (25), Indie (23)",Retro Game Crunch,Rusty Moyher,Engine.Adobe_AIR; SDK.Adobe_Flash,50,2015-12-19
64867,The Forest of Doom,2014-10-30,222,55,RPG (3),"Adventure (25), Indie (23), RPG (3)",Tin Man Games,Tin Man Games,Engine.Unity,70,2014-12-19
64868,Alchemy Mysteries: Prague Legends,2014-12-22,877,248,Adventure (25),"Adventure (25), Casual (4), Indie (23)",Jetdogs Studios,Jetdogs Studios,SDK.BASS,582,2018-02-13
64869,Deep Dungeons of Doom,2014-10-14,549,150,Adventure (25),"Adventure (25), Casual (4), RPG (3)",Bossa Studios,Bossa Studios,Engine.Adobe_AIR; SDK.Adobe_Flash,363,2016-12-25
64870,Famaze,2014-05-05,306,79,Indie (23),"Casual (4), Free to Play (37), Indie (23), RPG (3), Strategy (2)",Oryx Design Lab,Oryx Design Lab,Engine.Adobe_AIR,63,2014-08-23
64871,Red Orchestra 2/Rising Storm Beta Community Maps,2014-09-23,14,1,Action (1),Action (1),Tripwire Interactive,RO2/RS Community,Engine.Unreal; SDK.Bink_Video; SDK.NVIDIA_APEX; SDK.NVIDIA_PhysX; SDK.Qt; SDK.Vorbis,5,2017-05-26
64872,Millennium 4 - Beyond Sunset,2014-09-19,37,6,RPG (3),"Adventure (25), Casual (4), Indie (23), RPG (3)",Aldorlea Games,Aldorlea Games,Engine.RPGMaker,382,2022-10-01
64873,[Old Edition] Croixleur Sigma,2014-04-30,266,68,Action (1),"Action (1), Casual (4), Indie (23)",PLAYISM,souvenir circ.,SDK.Vorbis,117,2014-04-01
64874,Paper Sorcerer,2014-01-22,482,131,RPG (3),"Adventure (25), Indie (23), RPG (3)",Ultra Runaway Games,Ultra Runaway Games,Engine.Unity,759,2017-12-05
64875,Reversion - The Escape,2014-06-10,1189,346,Adventure (25),"Adventure (25), Casual (4), Indie (23)",3f Interactive,3f Interactive,Engine.Wintermute; SDK.BASS; SDK.Vorbis,606,2019-07-04
64877,Putt-Putt and Fatty Bear's Activity Pack,2014-05-15,80,17,Casual (4),Casual (4),Humongous Entertainment,Humongous Entertainment,Emulator.SCUMMVM; SDK.SDL; SDK.Vorbis,15,2019-04-14
64878,Sentinel 3: Homeworld,2014-02-03,106,24,Strategy (2),"Indie (23), Strategy (2)",Strategy First,Origin8,SDK.OpenAL,35,2014-02-01
64879,Game of Thrones - A Telltale Games Series,2014-12-02,7986,2542,Adventure (25),Adventure (25),Telltale Games,Telltale Games,SDK.FMOD,6771,2015-02-03
64880,Theatre Of The Absurd,2014-05-08,206,52,Adventure (25),Adventure (25),Strategy First,Gogii Games,Engine.Unity,25,2014-09-01
